"","day","startName","endName","startX","startY","endX","endY","od"
"37248",5,"10号线四川北路","10号线国权路",121.479494,31.2537048,121.5056173,31.2912473,122
"37249",5,"10号线四川北路","10号线天潼路",121.479494,31.2537048,121.4778324,31.2457632,117
"37250",5,"10号线四川北路","10号线新天地",121.479494,31.2537048,121.4698192,31.218036,157
"37251",5,"10号线四川北路","10号线江湾体育场",121.479494,31.2537048,121.5096602,31.30502845,183
"37252",5,"10号线四川北路","10号线豫园",121.479494,31.2537048,121.4830342,31.2297039,218
"37253",5,"10号线四川北路","10号线邮电新村",121.479494,31.2537048,121.4898295,31.2703982,184
"37254",5,"10号线四川北路","10号线陕西南路",121.479494,31.2537048,121.4552565,31.2189174,205
"37255",5,"10号线四川北路","2号线南京东路",121.479494,31.2537048,121.4804801,31.23953637,107
"37256",5,"10号线四川北路","2号线虹桥火车站",121.479494,31.2537048,121.3161005,31.1963569,167
"37257",5,"10号线四川北路","8号线四平路",121.479494,31.2537048,121.4969964,31.27682312,142
"37258",5,"10号线四川北路","8号线沈杜公路",121.479494,31.2537048,121.5081714,31.0605003,113
"37259",5,"10号线四川北路","8号线老西门",121.479494,31.2537048,121.4785375,31.22078678,116
"37260",5,"10号线国权路","10号线上海图书馆",121.5056173,31.2912473,121.4397098,31.21001651,105
"37261",5,"10号线国权路","10号线五角场",121.5056173,31.2912473,121.5100904,31.2997294,258
"37262",5,"10号线国权路","10号线交通大学",121.5056173,31.2912473,121.4306649,31.2041254,127
"37263",5,"10号线国权路","10号线南京东路",121.5056173,31.2912473,121.4804801,31.23953637,367
"37264",5,"10号线国权路","10号线四川北路",121.5056173,31.2912473,121.479494,31.2537048,120
"37265",5,"10号线国权路","10号线国权路",121.5056173,31.2912473,121.5056173,31.2912473,143
"37266",5,"10号线国权路","10号线天潼路",121.5056173,31.2912473,121.4778324,31.2457632,146
"37267",5,"10号线国权路","10号线新天地",121.5056173,31.2912473,121.4698192,31.218036,108
"37268",5,"10号线国权路","10号线新江湾城",121.5056173,31.2912473,121.502132,31.3307986,109
"37269",5,"10号线国权路","10号线江湾体育场",121.5056173,31.2912473,121.5096602,31.30502845,255
"37270",5,"10号线国权路","10号线豫园",121.5056173,31.2912473,121.4830342,31.2297039,218
"37271",5,"10号线国权路","10号线陕西南路",121.5056173,31.2912473,121.4552565,31.2189174,193
"37272",5,"10号线国权路","2号线南京东路",121.5056173,31.2912473,121.4804801,31.23953637,125
"37273",5,"10号线国权路","2号线南京西路",121.5056173,31.2912473,121.456491,31.2324438,101
"37274",5,"10号线国权路","2号线虹桥火车站",121.5056173,31.2912473,121.3161005,31.1963569,226
"37275",5,"10号线国权路","2号线陆家嘴",121.5056173,31.2912473,121.4979966,31.2403926,110
"37276",5,"10号线国权路","3号线上海火车站",121.5056173,31.2912473,121.4527543,31.25192265,180
"37277",5,"10号线国权路","8号线人民广场",121.5056173,31.2912473,121.4703067,31.23632887,160
"37278",5,"10号线国权路","8号线四平路",121.5056173,31.2912473,121.4969964,31.27682312,152
"37279",5,"10号线国权路","8号线江浦路",121.5056173,31.2912473,121.5142018,31.2769665,110
"37280",5,"10号线国权路","8号线虹口足球场",121.5056173,31.2912473,121.4749533,31.27188514,158
"37281",5,"10号线天潼路","10号线五角场",121.4778324,31.2457632,121.5100904,31.2997294,241
"37282",5,"10号线天潼路","10号线交通大学",121.4778324,31.2457632,121.4306649,31.2041254,153
"37283",5,"10号线天潼路","10号线南京东路",121.4778324,31.2457632,121.4804801,31.23953637,753
"37284",5,"10号线天潼路","10号线同济大学",121.4778324,31.2457632,121.5020918,31.2844081,106
"37285",5,"10号线天潼路","10号线国权路",121.4778324,31.2457632,121.5056173,31.2912473,134
"37286",5,"10号线天潼路","10号线天潼路",121.4778324,31.2457632,121.4778324,31.2457632,198
"37287",5,"10号线天潼路","10号线新天地",121.4778324,31.2457632,121.4698192,31.218036,151
"37288",5,"10号线天潼路","10号线江湾体育场",121.4778324,31.2457632,121.5096602,31.30502845,236
"37289",5,"10号线天潼路","10号线航中路",121.4778324,31.2457632,121.349164,31.1671342,140
"37290",5,"10号线天潼路","10号线豫园",121.4778324,31.2457632,121.4830342,31.2297039,448
"37291",5,"10号线天潼路","10号线邮电新村",121.4778324,31.2457632,121.4898295,31.2703982,193
"37292",5,"10号线天潼路","10号线陕西南路",121.4778324,31.2457632,121.4552565,31.2189174,312
"37293",5,"10号线天潼路","10号线龙柏新村",121.4778324,31.2457632,121.3661584,31.1792881,146
"37294",5,"10号线天潼路","11号线南翔",121.4778324,31.2457632,121.3187634,31.29870644,122
"37295",5,"10号线天潼路","12号线东陆路",121.4778324,31.2457632,121.5745942,31.28467925,151
"37296",5,"10号线天潼路","12号线宁国路",121.4778324,31.2457632,121.5282634,31.27081099,137
"37297",5,"10号线天潼路","12号线杨高北路",121.4778324,31.2457632,121.5986707,31.28225829,120
"37298",5,"10号线天潼路","12号线江浦公园",121.4778324,31.2457632,121.5194054,31.26669134,136
